item,itemLabel,party,partyLabel,area,areaLabel,startDate,endDate,gender
,Stephen Kirwa Bitok,Q7889105,United Republican Party,,Mosop,,,male
Q47494770,Stephen Mutinda Mule,Q5251223,Wiper democratic Movement Kenya,,Matungulu,,,male
,Stephen Wachira Karani,Q7193584,The National Alliance,,Laikipia West,,,male
,Steven Kariuki,Q1640905,Orange Democratic Movement,,Mathare,2014-08-11,,male
Q47493967,Suleiman Dori Ramadhani,Q1640905,Orange Democratic Movement,,Msambweni,,,male
,Suleiman Murunga Kasuti,Q5473121,Ford Kenya,,Kimilili,,,male
Q16842239,Sunjeev Kour Birdi,Q7889105,United Republican Party,,,,,female
,Susan Kipketer Chebet,Q7889105,United Republican Party,,Elgeyo-Marakwet,,,female
Q7791963,Thomas Mwadeghu,Q1640905,Orange Democratic Movement,,Wundanyi,,,male
,Timothy Moseti . E Bosire,Q1640905,Orange Democratic Movement,,Kitutu Masaba,,,male
Q23887512,Timothy Wanyonyi Wetangula,Q1640905,Orange Democratic Movement,,Westlands,,,male
,Tirus Nyingi Ngahu,Q7193584,The National Alliance,,Kangema,,,male
,Tiyah Galgalo Ali,Q7193584,The National Alliance,,Isiolo,,,female
Q47494960,Tom Joseph Kajwang',Q1640905,Orange Democratic Movement,,Ruaraka,,,male
Q7926175,Victor Kioko Munyaka,Q5069325,Chama Cha Uzalendo,,Machakos Town,,,male
Q47494824,Vincent Musyoka Musau,Q5069325,Chama Cha Uzalendo,,Mwala,,,male
,Wanjiku Muhia,Q7193584,The National Alliance,,Nyandarua,,,female
Q7972008,Washington Jakoyo Midiwo,Q1640905,Orange Democratic Movement,,Gem,,,male
Q447119,Wesley Kipchumba Korir,Q327591,Independent,,Cherangany,,,male
Q8000077,Wilber Ottichilo Khasilwa,Q1640905,Orange Democratic Movement,,Emuhaya,,,male
Q47494929,William Kamoti Mwamkale,Q1640905,Orange Democratic Movement,,Rabai,,,male
Q47494748,William Kipkemoi Kisang,Q7889105,United Republican Party,,Marakwet West,,,male
Q8014046,William Kipkiror,Q7889105,United Republican Party,,Baringo North,,,male
,William Maina Kamanda,Q7193584,The National Alliance,,Starehe,,,male
,Winnie Karimi Njuguna,Q7193584,The National Alliance,,Kirinyaga,,,female
Q4664957,Yusuf Hassan Abdi,Q7193584,The National Alliance,,Kamukunji,,,male
Q8061937,Yusuf Kifuma Chanzu,Q7887687,United Democratic Forum Party,,Vihiga,,,male
,Zainab Kalekye Chidzuga,Q1640905,Orange Democratic Movement,,Kwale,,,female
Q8065041,Zakayo Kipkemoi Cheruiyot,Q7889105,United Republican Party,,Kuresoi South,,,male
,Zipporah Jesang Kurgat Kering,Q7889105,United Republican Party,,Nandi,,,female
Q47490050,Zulekha Juma Hassan,Q1640905,Orange Democratic Movement,,,,,female
